fir_number,crime_type,incident_date,incident_time,district,police_station,severity,status,latitude,longitude,description,modus_operandi
FIR000703,Assault,2025-08-27,19:01,Ramanagara,Magadi,CRITICAL,PENDING,12.6864,77.2656,Assault reported at Banashankari 2nd Stage. Group assault.,Group assault
FIR000704,Murder,2025-08-28,00:10,Mandya,Nagamangala,HIGH,CLOSED,12.5325,76.9308,Murder reported at Kengeri Satellite Town. Poisoning.,Poisoning
FIR000705,Domestic Violence,2025-07-30,16:35,Chamarajanagar,Main Police Station,CRITICAL,CLOSED,11.9121,76.9123,Domestic Violence reported at RT Nagar. Physical abuse.,Physical abuse
FIR000706,Robbery,2025-07-31,15:43,Uttara Kannada,Main Police Station,CRITICAL,PENDING,14.8401,74.1512,Robbery reported at Jayanagar 4th Block. Armed robbery.,Armed robbery
FIR000707,Vehicle Theft,2025-08-01,13:34,Ballari,Hospet,CRITICAL,CLOSED,15.1185,76.9375,Vehicle Theft reported at Mahalakshmi Layout. Towing.,Towing
FIR000708,Drug Offence,2025-08-02,15:00,Kodagu,Madikeri,LOW,COLD,12.3783,75.7536,Drug Offence reported at Vijayanagar Town. Online sale.,Online sale
FIR000709,Vehicle Theft,2025-08-03,04:02,Ballari,Sandur,HIGH,COLD,15.1053,76.9532,Vehicle Theft reported at Uttarahalli. Carjacking.,Carjacking
FIR000710,Sexual Offence,2025-08-04,10:10,Mysuru,Nazarbad,MEDIUM,COLD,12.2744,76.6192,Sexual Offence reported at Rajajinagar. Harassment.,Harassment
FIR000711,Arson,2025-08-05,23:47,Kolar,Bangarpet,LOW,COLD,13.1784,78.1225,Arson reported at Brigade Road. Vehicle arson.,Vehicle arson
FIR000712,Vehicle Theft,2025-08-06,14:38,Davanagere,Harihara,LOW,COLD,14.424,75.9333,Vehicle Theft reported at RT Nagar. Key duplication.,Key duplication
FIR000713,Sexual Offence,2025-08-07,00:05,Vijayapura,Sindagi,MEDIUM,CLOSED,16.8478,75.711,Sexual Offence reported at Electronic City Phase 1. Harassment.,Harassment
FIR000714,Murder,2025-08-08,23:19,Vijayanagara,Hospet,CRITICAL,PENDING,15.2804,76.6259,Murder reported at BTM Layout Stage 2. Sharp weapon.,Sharp weapon
FIR000715,Cybercrime,2025-08-09,00:54,Chikkamagaluru,Mudigere,LOW,PENDING,13.3474,75.7606,Cybercrime reported at Yelahanka New Town. Phishing link.,Phishing link
FIR000716,Pickpocketing,2025-08-10,09:38,Chamarajanagar,Main Police Station,MEDIUM,UNDER_INVESTIGATION,11.9505,76.901,Pickpocketing reported at Kumaraswamy Layout. Cut pocket.,Cut pocket
FIR000717,Domestic Violence,2025-08-11,22:33,Udupi,Karkala,HIGH,UNDER_INVESTIGATION,13.2943,74.7858,"Domestic Violence reported at 12th Main, Indiranagar. Dowry harassment.",Dowry harassment
FIR000718,Assault,2025-08-12,09:31,Belagavi,Kadapa,MEDIUM,CLOSED,15.8564,74.5264,Assault reported at Mahalakshmi Layout. Road rage.,Road rage
FIR000719,Pickpocketing,2025-08-13,17:04,Bengaluru Urban,Jayanagar,MEDIUM,COLD,13.0156,77.6261,Pickpocketing reported at Electronic City Phase 1. Crowd pick.,Crowd pick
FIR000720,Drug Offence,2025-08-14,11:16,Tumakuru,Tiptur,MEDIUM,UNDER_INVESTIGATION,13.3638,77.0608,Drug Offence reported at Uttarahalli. Street peddling.,Street peddling
FIR000721,Pickpocketing,2025-08-15,05:05,Chikkamagaluru,Chikkamagaluru Town,CRITICAL,PENDING,13.2778,75.755,Pickpocketing reported at Dasarahalli. Bus pick.,Bus pick
FIR000722,Drug Offence,2025-08-16,18:20,Belagavi,Tilakwadi,HIGH,PENDING,15.8344,74.5474,Drug Offence reported at Peenya Industrial Area. Street peddling.,Street peddling
FIR000723,Vehicle Theft,2025-08-17,15:44,Ballari,Ballari Town,MEDIUM,COLD,15.1448,76.8791,Vehicle Theft reported at Koramangala 1st Cross. Key duplication.,Key duplication
FIR000724,Burglary,2025-08-18,07:17,Yadgiri,Yadgiri Town,LOW,PENDING,16.7989,77.1137,Burglary reported at Rajajinagar. Lock picking.,Lock picking
FIR000725,Criminal Trespass,2025-08-19,12:48,Gadag,Ron,MEDIUM,PENDING,15.3979,75.5949,Criminal Trespass reported at Mahalakshmi Layout. Illegal occupation.,Illegal occupation
FIR000726,Chain Snatching,2025-08-20,15:41,Kolar,KGF,LOW,COLD,13.1579,78.0816,Chain Snatching reported at Dasarahalli. Roadside snatch.,Roadside snatch
FIR000727,Drug Offence,2025-08-21,01:31,Tumakuru,Tumakuru Town,HIGH,UNDER_INVESTIGATION,13.2975,77.0725,Drug Offence reported at Yelahanka New Town. Smuggling.,Smuggling
FIR000728,Arson,2025-08-22,14:15,Ramanagara,Magadi,LOW,PENDING,12.759,77.2994,Arson reported at Jayanagar 4th Block. Forest fire.,Forest fire
FIR000729,Burglary,2025-08-23,12:57,Mysuru,Krishnaraja,CRITICAL,CLOSED,12.3134,76.5987,Burglary reported at Peenya Industrial Area. Forceful entry.,Forceful entry
FIR000730,Fraud,2025-08-24,15:02,Raichur,Lingsugur,CRITICAL,CLOSED,16.1712,77.3685,Fraud reported at RT Nagar. Property fraud.,Property fraud
FIR000731,Domestic Violence,2025-08-25,13:16,Mandya,Srirangapatna,MEDIUM,CLOSED,12.5519,76.8642,"Domestic Violence reported at 12th Main, Indiranagar. Physical abuse.",Physical abuse
FIR000732,Sexual Offence,2025-08-26,10:07,Chikkaballapur,Main Police Station,MEDIUM,CLOSED,13.4596,77.7119,Sexual Offence reported at BTM Layout Stage 2. Assault.,Assault
FIR000733,Domestic Violence,2025-08-27,06:50,Yadgiri,Shahapur,MEDIUM,PENDING,16.775,77.1505,Domestic Violence reported at JP Nagar 6th Phase. Verbal abuse.,Verbal abuse
FIR000734,Domestic Violence,2025-08-28,09:12,Dharwad,Hubli South,HIGH,COLD,15.4695,75.0229,Domestic Violence reported at Sadashivanagar. Marital rape.,Marital rape
FIR000735,Criminal Trespass,2025-07-30,01:33,Davanagere,Jagalur,CRITICAL,UNDER_INVESTIGATION,14.4873,75.907,Criminal Trespass reported at Marathahalli Bridge. Temple trespass.,Temple trespass
FIR000736,Drug Offence,2025-07-31,09:40,Dakshina Kannada,Mangaluru North,MEDIUM,UNDER_INVESTIGATION,12.8876,74.8777,Drug Offence reported at Mahalakshmi Layout. Street peddling.,Street peddling
FIR000737,Pickpocketing,2025-08-29,12:54,Chitradurga,Chitradurga Town,CRITICAL,COLD,14.179,76.3896,Pickpocketing reported at Malleshwaram 8th Cross. Bus pick.,Bus pick
FIR000738,Kidnapping,2025-08-30,17:00,Belagavi,Shahapur,CRITICAL,UNDER_INVESTIGATION,15.8311,74.4699,Kidnapping reported at Subramanyapura. Human trafficking.,Human trafficking
FIR000739,Kidnapping,2025-08-31,18:26,Davanagere,Harihara,HIGH,CLOSED,14.4472,75.9155,Kidnapping reported at Peenya Industrial Area. Honour related.,Honour related
FIR000740,Domestic Violence,2025-09-01,12:22,Belagavi,Shahapur,MEDIUM,COLD,15.8188,74.4755,Domestic Violence reported at Peenya Industrial Area. Marital rape.,Marital rape
FIR000741,Arson,2025-09-02,11:05,Bidar,Bidar Town,CRITICAL,COLD,17.8926,77.4834,Arson reported at Electronic City Phase 1. Forest fire.,Forest fire
FIR000742,Pickpocketing,2025-09-03,18:30,Raichur,Manvi,CRITICAL,COLD,16.1922,77.3076,Pickpocketing reported at Koramangala 1st Cross. Crowd pick.,Crowd pick
FIR000743,Criminal Trespass,2025-09-04,13:32,Koppal,Yelburga,HIGH,CLOSED,15.2978,76.163,Criminal Trespass reported at Koramangala 1st Cross. Encroachment.,Encroachment
FIR000744,Vehicle Theft,2025-09-05,23:30,Bengaluru Urban,Banashankari,CRITICAL,COLD,12.9466,77.5887,Vehicle Theft reported at Rajajinagar. Valet theft.,Valet theft
FIR000745,Fraud,2025-09-06,00:40,Mysuru,Krishnaraja,MEDIUM,PENDING,12.287,76.6008,Fraud reported at Brigade Road. Insurance fraud.,Insurance fraud
FIR000746,Kidnapping,2025-09-07,01:29,Udupi,Karkala,MEDIUM,CLOSED,13.3498,74.7514,Kidnapping reported at Whitefield Main Road. Human trafficking.,Human trafficking
FIR000747,Criminal Trespass,2025-09-08,05:08,Raichur,Raichur Town,LOW,PENDING,16.2306,77.3556,Criminal Trespass reported at Uttarahalli. Temple trespass.,Temple trespass
FIR000748,Vehicle Theft,2025-09-09,22:18,Ballari,Hospet,CRITICAL,PENDING,15.1211,76.9149,Vehicle Theft reported at Brigade Road. Key duplication.,Key duplication
FIR000749,Pickpocketing,2025-09-10,20:06,Bengaluru Rural,Devanahalli,MEDIUM,COLD,13.0855,77.568,Pickpocketing reported at Mahalakshmi Layout. Cut pocket.,Cut pocket
FIR000750,Vehicle Theft,2025-09-11,03:13,Ballari,Hospet,MEDIUM,UNDER_INVESTIGATION,15.1139,76.9528,Vehicle Theft reported at Malleshwaram 8th Cross. Towing.,Towing
FIR000751,Burglary,2025-09-12,13:37,Mysuru,Vijayanagar,CRITICAL,UNDER_INVESTIGATION,12.2804,76.6078,Burglary reported at JP Nagar 6th Phase. Rooftop entry.,Rooftop entry
FIR000752,Vehicle Theft,2025-09-13,08:21,Ballari,Hospet,CRITICAL,UNDER_INVESTIGATION,15.1627,76.8883,Vehicle Theft reported at JP Nagar 6th Phase. Valet theft.,Valet theft
FIR000753,Murder,2025-09-14,16:24,Chitradurga,Chitradurga Town,CRITICAL,CLOSED,14.2063,76.4129,Murder reported at Koramangala 1st Cross. Firearm.,Firearm
FIR000754,Drug Offence,2025-09-15,04:19,Hassan,Arsikere,LOW,UNDER_INVESTIGATION,13.0396,76.0544,Drug Offence reported at Koramangala 1st Cross. Online sale.,Online sale
FIR000755,Arson,2025-09-16,08:21,Bengaluru Rural,Hoskote,CRITICAL,PENDING,13.0998,77.5516,Arson reported at MG Road. Vehicle arson.,Vehicle arson
FIR000756,Fraud,2025-09-17,04:30,Chamarajanagar,Main Police Station,MEDIUM,CLOSED,11.8748,76.9866,Fraud reported at RT Nagar. Property fraud.,Property fraud
FIR000757,Chain Snatching,2025-09-18,12:16,Chitradurga,Hosadurga,HIGH,PENDING,14.2181,76.4201,"Chain Snatching reported at 12th Main, Indiranagar. Pedestrian snatch.",Pedestrian snatch
FIR000758,Vehicle Theft,2025-09-19,22:18,Tumakuru,Madhugiri,MEDIUM,COLD,13.3401,77.136,Vehicle Theft reported at MG Road. Key duplication.,Key duplication
FIR000759,Fraud,2025-09-20,00:25,Uttara Kannada,Main Police Station,CRITICAL,PENDING,14.8092,74.1386,Fraud reported at Koramangala 1st Cross. Identity theft.,Identity theft
FIR000760,Kidnapping,2025-09-21,15:16,Bidar,Basavakalyan,LOW,CLOSED,17.92,77.5595,Kidnapping reported at Padmanabhanagar. Honour related.,Honour related
FIR000761,Drug Offence,2025-09-22,02:56,Yadgiri,Shahapur,CRITICAL,CLOSED,16.7717,77.1471,Drug Offence reported at Kengeri Satellite Town. Street peddling.,Street peddling
FIR000762,Vehicle Theft,2025-09-23,18:49,Ballari,Ballari Town,MEDIUM,PENDING,15.1061,76.9226,Vehicle Theft reported at Whitefield Main Road. Lock breaking.,Lock breaking
FIR000763,Criminal Trespass,2025-09-24,07:18,Yadgiri,Yadgiri Town,CRITICAL,PENDING,16.7724,77.1481,Criminal Trespass reported at HSR Layout Sector 3. Encroachment.,Encroachment
FIR000764,Burglary,2025-09-25,14:57,Ramanagara,Ramanagara Town,CRITICAL,CLOSED,12.7515,77.2473,Burglary reported at JP Nagar 6th Phase. Window break.,Window break
FIR000765,Criminal Trespass,2025-09-26,04:27,Dharwad,Kalghatgi,LOW,COLD,15.4701,75.0156,Criminal Trespass reported at MG Road. Encroachment.,Encroachment
FIR000766,Vehicle Theft,2025-09-27,07:47,Haveri,Byadgi,LOW,CLOSED,14.7526,75.4018,Vehicle Theft reported at Sadashivanagar. Key duplication.,Key duplication
FIR000767,Sexual Offence,2025-08-29,06:30,Ramanagara,Channapatna,HIGH,UNDER_INVESTIGATION,12.732,77.3012,Sexual Offence reported at Subramanyapura. Workplace harassment.,Workplace harassment
FIR000768,Chain Snatching,2025-08-30,17:37,Chikkamagaluru,Chikkamagaluru Town,CRITICAL,PENDING,13.3375,75.8156,Chain Snatching reported at Banashankari 2nd Stage. Pillion snatch.,Pillion snatch
FIR000769,Pickpocketing,2025-08-31,09:42,Shivamogga,Tirthahalli,HIGH,PENDING,13.8844,75.5841,Pickpocketing reported at Nagarbhavi. Distraction theft.,Distraction theft
FIR000770,Murder,2025-09-01,03:22,Mysuru,Krishnaraja,MEDIUM,UNDER_INVESTIGATION,12.2494,76.676,Murder reported at Kumaraswamy Layout. Sharp weapon.,Sharp weapon
FIR000771,Burglary,2025-09-02,07:48,Hassan,Hassan Town,MEDIUM,UNDER_INVESTIGATION,13.0211,76.0712,Burglary reported at BTM Layout Stage 2. Window break.,Window break
FIR000772,Criminal Trespass,2025-09-03,18:32,Raichur,Raichur Town,HIGH,COLD,16.1663,77.3167,Criminal Trespass reported at Electronic City Phase 1. Boundary violation.,Boundary violation
FIR000773,Burglary,2025-09-04,16:05,Mysuru,Kuvempunagar,MEDIUM,PENDING,12.2705,76.6166,Burglary reported at Koramangala 1st Cross. Rooftop entry.,Rooftop entry
FIR000774,Burglary,2025-09-05,05:50,Mysuru,Vijayanagar,HIGH,CLOSED,12.3118,76.6503,Burglary reported at Sadashivanagar. Window break.,Window break
FIR000775,Burglary,2025-09-06,20:28,Ramanagara,Kanakapura,LOW,CLOSED,12.6917,77.2858,Burglary reported at Malleshwaram 8th Cross. Disguised entry.,Disguised entry
FIR000776,Robbery,2025-09-07,05:03,Dakshina Kannada,Mangaluru North,HIGH,CLOSED,12.9193,74.8317,Robbery reported at Uttarahalli. Bank robbery.,Bank robbery
FIR000777,Murder,2025-09-08,08:36,Raichur,Sindhnur,CRITICAL,COLD,16.2198,77.3297,Murder reported at Yelahanka New Town. Sharp weapon.,Sharp weapon
FIR000778,Drug Offence,2025-09-09,19:19,Yadgiri,Shorapur,MEDIUM,UNDER_INVESTIGATION,16.7699,77.1042,Drug Offence reported at Dasarahalli. Smuggling.,Smuggling
FIR000779,Chain Snatching,2025-09-10,05:14,Mysuru,Krishnaraja,LOW,CLOSED,12.332,76.6492,Chain Snatching reported at Malleshwaram 8th Cross. Market snatch.,Market snatch
FIR000780,Burglary,2025-09-11,23:28,Ramanagara,Magadi,HIGH,PENDING,12.7256,77.2434,Burglary reported at Dasarahalli. Disguised entry.,Disguised entry
FIR000781,Chain Snatching,2025-09-12,09:02,Gadag,Naragund,CRITICAL,CLOSED,15.4397,75.5673,Chain Snatching reported at Kengeri Satellite Town. Pedestrian snatch.,Pedestrian snatch
FIR000782,Sexual Offence,2025-09-13,08:43,Hassan,Arsikere,HIGH,COLD,13.0147,76.0979,Sexual Offence reported at Vijayanagar 2nd Stage. Workplace harassment.,Workplace harassment
FIR000783,Arson,2025-09-14,13:14,Ramanagara,Ramanagara Town,MEDIUM,UNDER_INVESTIGATION,12.6903,77.3172,Arson reported at Kengeri Satellite Town. Property arson.,Property arson
FIR000784,Vehicle Theft,2025-09-15,03:37,Bengaluru Rural,Hoskote,HIGH,PENDING,13.1232,77.6086,Vehicle Theft reported at JP Nagar 6th Phase. Key duplication.,Key duplication
FIR000785,Robbery,2025-09-16,17:20,Uttara Kannada,Main Police Station,LOW,UNDER_INVESTIGATION,14.7835,74.0921,Robbery reported at Yelahanka New Town. Armed robbery.,Armed robbery
FIR000786,Fraud,2025-09-17,08:40,Chikkamagaluru,Narasimharajapura,HIGH,CLOSED,13.2682,75.7248,Fraud reported at Dasarahalli. Insurance fraud.,Insurance fraud
FIR000787,Robbery,2025-09-18,03:46,Raichur,Raichur Town,MEDIUM,CLOSED,16.2085,77.3619,"Robbery reported at 12th Main, Indiranagar. Chain snatching.",Chain snatching
FIR000788,Arson,2025-09-19,17:46,Kodagu,Somwarpet,HIGH,UNDER_INVESTIGATION,12.408,75.7139,Arson reported at BTM Layout Stage 2. Industrial arson.,Industrial arson
FIR000789,Chain Snatching,2025-09-20,05:09,Hassan,Arsikere,HIGH,COLD,12.9958,76.093,Chain Snatching reported at HSR Layout Sector 3. Roadside snatch.,Roadside snatch
FIR000790,Burglary,2025-09-21,10:46,Hassan,Hassan Town,HIGH,CLOSED,12.963,76.1333,Burglary reported at Nagarbhavi. Window break.,Window break
FIR000791,Sexual Offence,2025-09-22,17:25,Mysuru,Udayagiri,LOW,CLOSED,12.2771,76.6556,Sexual Offence reported at Nagarbhavi. Stalking.,Stalking
FIR000792,Chain Snatching,2025-09-23,15:04,Davanagere,Jagalur,LOW,PENDING,14.4318,75.8971,Chain Snatching reported at Padmanabhanagar. Market snatch.,Market snatch
FIR000793,Robbery,2025-09-24,06:21,Dakshina Kannada,Sullia,MEDIUM,UNDER_INVESTIGATION,12.8983,74.8264,Robbery reported at Kengeri Satellite Town. Highway robbery.,Highway robbery
FIR000794,Vehicle Theft,2025-09-25,23:16,Ballari,Ballari Town,HIGH,PENDING,15.1415,76.9064,Vehicle Theft reported at Marathahalli Bridge. Lock breaking.,Lock breaking
FIR000795,Robbery,2025-09-26,13:36,Ramanagara,Channapatna,CRITICAL,CLOSED,12.7295,77.2804,Robbery reported at BTM Layout Stage 2. Armed robbery.,Armed robbery
FIR000796,Domestic Violence,2025-09-27,06:51,Raichur,Sindhnur,HIGH,CLOSED,16.1714,77.3585,Domestic Violence reported at Jayanagar 4th Block. Elder abuse.,Elder abuse
FIR000797,Pickpocketing,2025-08-29,07:46,Chikkaballapur,Main Police Station,HIGH,UNDER_INVESTIGATION,13.4552,77.7239,Pickpocketing reported at Vijayanagar 2nd Stage. Crowd pick.,Crowd pick
FIR000798,Robbery,2025-08-30,03:34,Davanagere,Harihara,HIGH,UNDER_INVESTIGATION,14.4102,75.9622,Robbery reported at Koramangala 1st Cross. Highway robbery.,Highway robbery
FIR000799,Fraud,2025-08-31,10:33,Uttara Kannada,Main Police Station,MEDIUM,UNDER_INVESTIGATION,14.82,74.1417,Fraud reported at Koramangala 1st Cross. Online scam.,Online scam
FIR000800,Domestic Violence,2025-09-01,19:23,Ramanagara,Kanakapura,HIGH,CLOSED,12.7216,77.2898,Domestic Violence reported at MG Road. Physical abuse.,Physical abuse
FIR000801,Domestic Violence,2025-09-02,00:08,Dharwad,Hubli North,MEDIUM,CLOSED,15.4903,75.0149,Domestic Violence reported at Sadashivanagar. Physical abuse.,Physical abuse
FIR000802,Arson,2025-09-03,13:07,Udupi,Brahmavar,CRITICAL,UNDER_INVESTIGATION,13.3895,74.7587,Arson reported at Peenya Industrial Area. Forest fire.,Forest fire
FIR000803,Burglary,2025-09-04,02:02,Mysuru,Kuvempunagar,HIGH,COLD,12.2768,76.5976,Burglary reported at Malleshwaram 8th Cross. Window break.,Window break
FIR000804,Chain Snatching,2025-09-05,11:18,Ballari,Kampli,MEDIUM,PENDING,15.1001,76.9405,Chain Snatching reported at Vijayanagar 2nd Stage. Market snatch.,Market snatch
FIR000805,Drug Offence,2025-09-06,12:20,Mysuru,Udayagiri,CRITICAL,PENDING,12.294,76.6614,Drug Offence reported at Hebbal Ring Road. Transportation.,Transportation
FIR000806,Murder,2025-09-07,14:43,Gadag,Gadag Town,MEDIUM,CLOSED,15.3717,75.6078,Murder reported at Hebbal Ring Road. Sharp weapon.,Sharp weapon
FIR000807,Burglary,2025-09-08,04:50,Dakshina Kannada,Mangaluru North,MEDIUM,COLD,12.8934,74.8829,Burglary reported at Basavanagudi. Disguised entry.,Disguised entry
FIR000808,Murder,2025-09-09,22:17,Haveri,Haveri Town,MEDIUM,PENDING,14.7661,75.4184,Murder reported at Padmanabhanagar. Strangulation.,Strangulation
FIR000809,Arson,2025-09-10,22:06,Ballari,Kampli,HIGH,COLD,15.1826,76.8781,Arson reported at Brigade Road. Property arson.,Property arson
FIR000810,Burglary,2025-09-11,05:46,Hassan,Sakleshpur,MEDIUM,UNDER_INVESTIGATION,13.0025,76.1387,Burglary reported at Dasarahalli. Forceful entry.,Forceful entry
FIR000811,Chain Snatching,2025-09-12,11:27,Haveri,Hangal,MEDIUM,CLOSED,14.7982,75.3783,Chain Snatching reported at Subramanyapura. Roadside snatch.,Roadside snatch
FIR000812,Vehicle Theft,2025-09-13,12:10,Ballari,Hospet,LOW,UNDER_INVESTIGATION,15.0938,76.9685,Vehicle Theft reported at Rajajinagar. Carjacking.,Carjacking
FIR000813,Murder,2025-09-14,23:29,Chikkaballapur,Main Police Station,HIGH,PENDING,13.4264,77.7491,Murder reported at Peenya Industrial Area. Blunt force.,Blunt force
FIR000814,Arson,2025-09-15,00:43,Chamarajanagar,Main Police Station,LOW,PENDING,11.894,76.9014,Arson reported at Vijayanagar 2nd Stage. Vehicle arson.,Vehicle arson
FIR000815,Cybercrime,2025-09-16,05:27,Dakshina Kannada,Mangaluru North,LOW,UNDER_INVESTIGATION,12.89,74.886,Cybercrime reported at Brigade Road. Phishing link.,Phishing link
FIR000816,Pickpocketing,2025-09-17,02:37,Kalaburagi,Sedam,MEDIUM,COLD,17.3332,76.8157,"Pickpocketing reported at 12th Main, Indiranagar. Bus pick.",Bus pick
FIR000817,Drug Offence,2025-09-18,09:43,Shivamogga,Shivamogga Town,LOW,UNDER_INVESTIGATION,13.8871,75.5477,Drug Offence reported at Marathahalli Bridge. Manufacturing.,Manufacturing
FIR000818,Drug Offence,2025-09-19,13:30,Vijayanagara,Kampli,CRITICAL,PENDING,15.2942,76.6653,Drug Offence reported at Jayanagar 4th Block. Street peddling.,Street peddling
FIR000819,Assault,2025-09-20,17:42,Ramanagara,Ramanagara Town,HIGH,UNDER_INVESTIGATION,12.7196,77.3117,Assault reported at BTM Layout Stage 2. Road rage.,Road rage
FIR000820,Fraud,2025-09-21,13:45,Raichur,Raichur Town,CRITICAL,CLOSED,16.2485,77.3158,Fraud reported at Koramangala 1st Cross. Insurance fraud.,Insurance fraud
FIR000821,Drug Offence,2025-09-22,07:50,Bengaluru Rural,Doddaballapura,HIGH,PENDING,13.1193,77.6287,Drug Offence reported at HSR Layout Sector 3. Transportation.,Transportation
FIR000822,Criminal Trespass,2025-09-23,02:06,Gadag,Gadag Town,HIGH,UNDER_INVESTIGATION,15.4597,75.603,Criminal Trespass reported at Brigade Road. Temple trespass.,Temple trespass
FIR000823,Vehicle Theft,2025-09-24,13:08,Udupi,Kundapur,CRITICAL,CLOSED,13.3612,74.734,Vehicle Theft reported at Peenya Industrial Area. Lock breaking.,Lock breaking
FIR000824,Assault,2025-09-25,18:01,Bengaluru Rural,Doddaballapura,CRITICAL,COLD,13.1282,77.6357,Assault reported at Padmanabhanagar. Strangulation.,Strangulation
FIR000825,Assault,2025-09-26,21:18,Dakshina Kannada,Sullia,HIGH,PENDING,12.8491,74.8324,Assault reported at Vijayanagar 2nd Stage. Confrontation.,Confrontation
FIR000826,Chain Snatching,2025-09-27,19:54,Kalaburagi,Sedam,MEDIUM,PENDING,17.3282,76.8103,Chain Snatching reported at Nagarbhavi. Pedestrian snatch.,Pedestrian snatch
FIR000827,Fraud,2025-08-29,22:15,Davanagere,Jagalur,MEDIUM,CLOSED,14.501,75.9121,Fraud reported at Koramangala 1st Cross. Property fraud.,Property fraud
